"country","year","sex","cause","e0","e1","e2","e3","e4","e5","e6","e7","e8","e9","e10","e11","e12","e13","e14","e15","e16","e17","e18","e19","e20","e21","e22","e23","e24","e25","e26","e27","e28","e29","e30","e31","e32","e33","e34","e35","e36","e37","e38","e39","e40","e41","e42","e43","e44","e45","e46","e47","e48","e49","e50","e51","e52","e53","e54","e55","e56","e57","e58","e59","e60","e61","e62","e63","e64","e65","e66","e67","e68","e69","e70","e71","e72","e73","e74","e75","e76","e77","e78","e79","e80","e81","e82","e83","e84","e85","e86","e87","e88","e89","e90","e91","e92","e93","e94","e95","e96","e97","e98","e99","e100"
"USA",1982,1,6,1865273.95,1785472.43,1748664.16,1721231.56,1689046.93,1669566.68,1617818.82,1647195.8,1574204.36,1681013.94,1796883.96,1900931.98,1877546.71,1855811.75,1832044.82,1885826.62,1942324.88,2051559.41,2081847.79,2198798.84,2205941.54,2195359.6,2144627.83,2148028.82,2181280.1,2169758.21,2096945.55,2069751.01,1939063.46,2041745.77,1960296.02,1866621.37,1822021.13,1783202.59,1846618.5,1872167.25,1438286.18,1416383.46,1379640.55,1516478.47,1358238.2,1234123.34,1187564.16,1169007.82,1166075.14,1100338.33,1095220.76,1105184.86,1012015.68,1075719.76,1075511.27,1075279.75,1091169.4,1116215.62,1131659.31,1092347.69,1084943.37,1111277.98,1056918.21,1065930.67,1062634.96,1027988.96,951995.81,930491.54,919771.93,884771.71,830497.31,803542.1,758960.65,730684.99,683784.5,643132.42,600998.22,549684.21,518856.47,476186.69,430832.77,390233.4,350933.76,316291.27,267343.74,240564.31,210042.62,176255.61,155006.59,134570.69,116977.08,97821.22,80148.2,65521.7,51430.17,39418.29,30869.61,23487.48,16640.77,11483.22,8079.23,5598.12,3704.64,2384.01,4069.47
"USA",1982,2,1,1779959.59,1703353.64,1673451.56,1647226.55,1612681.26,1594025.07,1543780.25,1570009.36,1499772.81,1606637.55,1711760.7,1814663.31,1795420.08,1779330.81,1754058.77,1809076.35,1862913.15,1955911.5,2018151.43,2165156.57,2180481.01,2174140.04,2128775.41,2144183.85,2171218.78,2166654.65,2101548.94,2081852.88,1957911.36,2054361.44,1984147.77,1902657.55,1860583.26,1831877.14,1880144.02,1919587.56,1487059.05,1470308.03,1432249.98,1562687.83,1409739.74,1282991.33,1233389.47,1222339.87,1215224.11,1151616.39,1153213.23,1164714.78,1061967.5,1133257.39,1159679.99,1150210.75,1168275.91,1193313.02,1232416.46,1211216.51,1209654.95,1244626.2,1193522.1,1213501.54,1213489.22,1171746.81,1098271.04,1075208.63,1085695.21,1062732.13,1014301.12,1000341.26,964084.47,957864.23,905227.6,869947.39,829600.16,780681.59,759780.45,712763.94,669101.18,628617.72,582769.65,539495.67,477381.28,451138.47,408697.13,355565.83,325495.39,290767.76,262575,227088.94,192423.57,163231.77,133781.79,107062.41,86357.59,67288.07,49297.03,35274.07,25750.3,18269.69,12560.68,8414.51,14486.89
"USA",1982,2,2,1779959.59,1703353.64,1673451.56,1647226.55,1612681.26,1594025.07,1543780.25,1570009.36,1499772.81,1606637.55,1711760.7,1814663.31,1795420.08,1779330.81,1754058.77,1809076.35,1862913.15,1955911.5,2018151.43,2165156.57,2180481.01,2174140.04,2128775.41,2144183.85,2171218.78,2166654.65,2101548.94,2081852.88,1957911.36,2054361.44,1984147.77,1902657.55,1860583.26,1831877.14,1880144.02,1919587.56,1487059.05,1470308.03,1432249.98,1562687.83,1409739.74,1282991.33,1233389.47,1222339.87,1215224.11,1151616.39,1153213.23,1164714.78,1061967.5,1133257.39,1159679.99,1150210.75,1168275.91,1193313.02,1232416.46,1211216.51,1209654.95,1244626.2,1193522.1,1213501.54,1213489.22,1171746.81,1098271.04,1075208.63,1085695.21,1062732.13,1014301.12,1000341.26,964084.47,957864.23,905227.6,869947.39,829600.16,780681.59,759780.45,712763.94,669101.18,628617.72,582769.65,539495.67,477381.28,451138.47,408697.13,355565.83,325495.39,290767.76,262575,227088.94,192423.57,163231.77,133781.79,107062.41,86357.59,67288.07,49297.03,35274.07,25750.3,18269.69,12560.68,8414.51,14486.89
"USA",1982,2,3,1779959.59,1703353.64,1673451.56,1647226.55,1612681.26,1594025.07,1543780.25,1570009.36,1499772.81,1606637.55,1711760.7,1814663.31,1795420.08,1779330.81,1754058.77,1809076.35,1862913.15,1955911.5,2018151.43,2165156.57,2180481.01,2174140.04,2128775.41,2144183.85,2171218.78,2166654.65,2101548.94,2081852.88,1957911.36,2054361.44,1984147.77,1902657.55,1860583.26,1831877.14,1880144.02,1919587.56,1487059.05,1470308.03,1432249.98,1562687.83,1409739.74,1282991.33,1233389.47,1222339.87,1215224.11,1151616.39,1153213.23,1164714.78,1061967.5,1133257.39,1159679.99,1150210.75,1168275.91,1193313.02,1232416.46,1211216.51,1209654.95,1244626.2,1193522.1,1213501.54,1213489.22,1171746.81,1098271.04,1075208.63,1085695.21,1062732.13,1014301.12,1000341.26,964084.47,957864.23,905227.6,869947.39,829600.16,780681.59,759780.45,712763.94,669101.18,628617.72,582769.65,539495.67,477381.28,451138.47,408697.13,355565.83,325495.39,290767.76,262575,227088.94,192423.57,163231.77,133781.79,107062.41,86357.59,67288.07,49297.03,35274.07,25750.3,18269.69,12560.68,8414.51,14486.89
"USA",1982,2,4,1779959.59,1703353.64,1673451.56,1647226.55,1612681.26,1594025.07,1543780.25,1570009.36,1499772.81,1606637.55,1711760.7,1814663.31,1795420.08,1779330.81,1754058.77,1809076.35,1862913.15,1955911.5,2018151.43,2165156.57,2180481.01,2174140.04,2128775.41,2144183.85,2171218.78,2166654.65,2101548.94,2081852.88,1957911.36,2054361.44,1984147.77,1902657.55,1860583.26,1831877.14,1880144.02,1919587.56,1487059.05,1470308.03,1432249.98,1562687.83,1409739.74,1282991.33,1233389.47,1222339.87,1215224.11,1151616.39,1153213.23,1164714.78,1061967.5,1133257.39,1159679.99,1150210.75,1168275.91,1193313.02,1232416.46,1211216.51,1209654.95,1244626.2,1193522.1,1213501.54,1213489.22,1171746.81,1098271.04,1075208.63,1085695.21,1062732.13,1014301.12,1000341.26,964084.47,957864.23,905227.6,869947.39,829600.16,780681.59,759780.45,712763.94,669101.18,628617.72,582769.65,539495.67,477381.28,451138.47,408697.13,355565.83,325495.39,290767.76,262575,227088.94,192423.57,163231.77,133781.79,107062.41,86357.59,67288.07,49297.03,35274.07,25750.3,18269.69,12560.68,8414.51,14486.89
"USA",1982,2,5,1779959.59,1703353.64,1673451.56,1647226.55,1612681.26,1594025.07,1543780.25,1570009.36,1499772.81,1606637.55,1711760.7,1814663.31,1795420.08,1779330.81,1754058.77,1809076.35,1862913.15,1955911.5,2018151.43,2165156.57,2180481.01,2174140.04,2128775.41,2144183.85,2171218.78,2166654.65,2101548.94,2081852.88,1957911.36,2054361.44,1984147.77,1902657.55,1860583.26,1831877.14,1880144.02,1919587.56,1487059.05,1470308.03,1432249.98,1562687.83,1409739.74,1282991.33,1233389.47,1222339.87,1215224.11,1151616.39,1153213.23,1164714.78,1061967.5,1133257.39,1159679.99,1150210.75,1168275.91,1193313.02,1232416.46,1211216.51,1209654.95,1244626.2,1193522.1,1213501.54,1213489.22,1171746.81,1098271.04,1075208.63,1085695.21,1062732.13,1014301.12,1000341.26,964084.47,957864.23,905227.6,869947.39,829600.16,780681.59,759780.45,712763.94,669101.18,628617.72,582769.65,539495.67,477381.28,451138.47,408697.13,355565.83,325495.39,290767.76,262575,227088.94,192423.57,163231.77,133781.79,107062.41,86357.59,67288.07,49297.03,35274.07,25750.3,18269.69,12560.68,8414.51,14486.89
"USA",1982,2,6,1779959.59,1703353.64,1673451.56,1647226.55,1612681.26,1594025.07,1543780.25,1570009.36,1499772.81,1606637.55,1711760.7,1814663.31,1795420.08,1779330.81,1754058.77,1809076.35,1862913.15,1955911.5,2018151.43,2165156.57,2180481.01,2174140.04,2128775.41,2144183.85,2171218.78,2166654.65,2101548.94,2081852.88,1957911.36,2054361.44,1984147.77,1902657.55,1860583.26,1831877.14,1880144.02,1919587.56,1487059.05,1470308.03,1432249.98,1562687.83,1409739.74,1282991.33,1233389.47,1222339.87,1215224.11,1151616.39,1153213.23,1164714.78,1061967.5,1133257.39,1159679.99,1150210.75,1168275.91,1193313.02,1232416.46,1211216.51,1209654.95,1244626.2,1193522.1,1213501.54,1213489.22,1171746.81,1098271.04,1075208.63,1085695.21,1062732.13,1014301.12,1000341.26,964084.47,957864.23,905227.6,869947.39,829600.16,780681.59,759780.45,712763.94,669101.18,628617.72,582769.65,539495.67,477381.28,451138.47,408697.13,355565.83,325495.39,290767.76,262575,227088.94,192423.57,163231.77,133781.79,107062.41,86357.59,67288.07,49297.03,35274.07,25750.3,18269.69,12560.68,8414.51,14486.89
"USA",1982,3,1,3645233.54,3488826.07,3422115.72,3368458.1,3301728.19,3263591.75,3161599.07,3217205.16,3073977.17,3287651.49,3508644.66,3715595.28,3672966.79,3635142.56,3586103.59,3694902.96,3805238.04,4007470.91,4099999.21,4363955.41,4386422.55,4369499.64,4273403.24,4292212.67,4352498.88,4336412.86,4198494.49,4151603.9,3896974.82,4096107.21,3944443.79,3769278.92,3682604.39,3615079.73,3726762.51,3791754.8,2925345.23,2886691.49,2811890.53,3079166.3,2767977.94,2517114.66,2420953.62,2391347.69,2381299.25,2251954.72,2248433.99,2269899.64,2073983.18,2208977.16,2235191.26,2225490.5,2259445.3,2309528.64,2364075.77,2303564.21,2294598.31,2355904.18,2250440.31,2279432.21,2276124.17,2199735.77,2050266.85,2005700.17,2005467.14,1947503.84,1844798.42,1803883.37,1723045.12,1688549.23,1589012.1,1513079.81,1430598.39,1330365.8,1278636.92,1188950.64,1099933.95,1018851.12,933703.41,855786.93,744725.01,691702.78,618739.75,531821.44,480501.98,425338.45,379552.08,324910.16,272571.77,228753.46,185211.96,146480.7,117227.2,90775.56,65937.79,46757.29,33829.53,23867.81,16265.32,10798.52,18556.34
"USA",1982,3,2,3645233.54,3488826.07,3422115.72,3368458.1,3301728.19,3263591.75,3161599.07,3217205.16,3073977.17,3287651.49,3508644.66,3715595.28,3672966.79,3635142.56,3586103.59,3694902.96,3805238.04,4007470.91,4099999.21,4363955.41,4386422.55,4369499.64,4273403.24,4292212.67,4352498.88,4336412.86,4198494.49,4151603.9,3896974.82,4096107.21,3944443.79,3769278.92,3682604.39,3615079.73,3726762.51,3791754.8,2925345.23,2886691.49,2811890.53,3079166.3,2767977.94,2517114.66,2420953.62,2391347.69,2381299.25,2251954.72,2248433.99,2269899.64,2073983.18,2208977.16,2235191.26,2225490.5,2259445.3,2309528.64,2364075.77,2303564.21,2294598.31,2355904.18,2250440.31,2279432.21,2276124.17,2199735.77,2050266.85,2005700.17,2005467.14,1947503.84,1844798.42,1803883.37,1723045.12,1688549.23,1589012.1,1513079.81,1430598.39,1330365.8,1278636.92,1188950.64,1099933.95,1018851.12,933703.41,855786.93,744725.01,691702.78,618739.75,531821.44,480501.98,425338.45,379552.08,324910.16,272571.77,228753.46,185211.96,146480.7,117227.2,90775.56,65937.79,46757.29,33829.53,23867.81,16265.32,10798.52,18556.34
"USA",1982,3,3,3645233.54,3488826.07,3422115.72,3368458.1,3301728.19,3263591.75,3161599.07,3217205.16,3073977.17,3287651.49,3508644.66,3715595.28,3672966.79,3635142.56,3586103.59,3694902.96,3805238.04,4007470.91,4099999.21,4363955.41,4386422.55,4369499.64,4273403.24,4292212.67,4352498.88,4336412.86,4198494.49,4151603.9,3896974.82,4096107.21,3944443.79,3769278.92,3682604.39,3615079.73,3726762.51,3791754.8,2925345.23,2886691.49,2811890.53,3079166.3,2767977.94,2517114.66,2420953.62,2391347.69,2381299.25,2251954.72,2248433.99,2269899.64,2073983.18,2208977.16,2235191.26,2225490.5,2259445.3,2309528.64,2364075.77,2303564.21,2294598.31,2355904.18,2250440.31,2279432.21,2276124.17,2199735.77,2050266.85,2005700.17,2005467.14,1947503.84,1844798.42,1803883.37,1723045.12,1688549.23,1589012.1,1513079.81,1430598.39,1330365.8,1278636.92,1188950.64,1099933.95,1018851.12,933703.41,855786.93,744725.01,691702.78,618739.75,531821.44,480501.98,425338.45,379552.08,324910.16,272571.77,228753.46,185211.96,146480.7,117227.2,90775.56,65937.79,46757.29,33829.53,23867.81,16265.32,10798.52,18556.34
"USA",1982,3,4,3645233.54,3488826.07,3422115.72,3368458.1,3301728.19,3263591.75,3161599.07,3217205.16,3073977.17,3287651.49,3508644.66,3715595.28,3672966.79,3635142.56,3586103.59,3694902.96,3805238.04,4007470.91,4099999.21,4363955.41,4386422.55,4369499.64,4273403.24,4292212.67,4352498.88,4336412.86,4198494.49,4151603.9,3896974.82,4096107.21,3944443.79,3769278.92,3682604.39,3615079.73,3726762.51,3791754.8,2925345.23,2886691.49,2811890.53,3079166.3,2767977.94,2517114.66,2420953.62,2391347.69,2381299.25,2251954.72,2248433.99,2269899.64,2073983.18,2208977.16,2235191.26,2225490.5,2259445.3,2309528.64,2364075.77,2303564.21,2294598.31,2355904.18,2250440.31,2279432.21,2276124.17,2199735.77,2050266.85,2005700.17,2005467.14,1947503.84,1844798.42,1803883.37,1723045.12,1688549.23,1589012.1,1513079.81,1430598.39,1330365.8,1278636.92,1188950.64,1099933.95,1018851.12,933703.41,855786.93,744725.01,691702.78,618739.75,531821.44,480501.98,425338.45,379552.08,324910.16,272571.77,228753.46,185211.96,146480.7,117227.2,90775.56,65937.79,46757.29,33829.53,23867.81,16265.32,10798.52,18556.34
"USA",1982,3,5,3645233.54,3488826.07,3422115.72,3368458.1,3301728.19,3263591.75,3161599.07,3217205.16,3073977.17,3287651.49,3508644.66,3715595.28,3672966.79,3635142.56,3586103.59,3694902.96,3805238.04,4007470.91,4099999.21,4363955.41,4386422.55,4369499.64,4273403.24,4292212.67,4352498.88,4336412.86,4198494.49,4151603.9,3896974.82,4096107.21,3944443.79,3769278.92,3682604.39,3615079.73,3726762.51,3791754.8,2925345.23,2886691.49,2811890.53,3079166.3,2767977.94,2517114.66,2420953.62,2391347.69,2381299.25,2251954.72,2248433.99,2269899.64,2073983.18,2208977.16,2235191.26,2225490.5,2259445.3,2309528.64,2364075.77,2303564.21,2294598.31,2355904.18,2250440.31,2279432.21,2276124.17,2199735.77,2050266.85,2005700.17,2005467.14,1947503.84,1844798.42,1803883.37,1723045.12,1688549.23,1589012.1,1513079.81,1430598.39,1330365.8,1278636.92,1188950.64,1099933.95,1018851.12,933703.41,855786.93,744725.01,691702.78,618739.75,531821.44,480501.98,425338.45,379552.08,324910.16,272571.77,228753.46,185211.96,146480.7,117227.2,90775.56,65937.79,46757.29,33829.53,23867.81,16265.32,10798.52,18556.34
"USA",1982,3,6,3645233.54,3488826.07,3422115.72,3368458.1,3301728.19,3263591.75,3161599.07,3217205.16,3073977.17,3287651.49,3508644.66,3715595.28,3672966.79,3635142.56,3586103.59,3694902.96,3805238.04,4007470.91,4099999.21,4363955.41,4386422.55,4369499.64,4273403.24,4292212.67,4352498.88,4336412.86,4198494.49,4151603.9,3896974.82,4096107.21,3944443.79,3769278.92,3682604.39,3615079.73,3726762.51,3791754.8,2925345.23,2886691.49,2811890.53,3079166.3,2767977.94,2517114.66,2420953.62,2391347.69,2381299.25,2251954.72,2248433.99,2269899.64,2073983.18,2208977.16,2235191.26,2225490.5,2259445.3,2309528.64,2364075.77,2303564.21,2294598.31,2355904.18,2250440.31,2279432.21,2276124.17,2199735.77,2050266.85,2005700.17,2005467.14,1947503.84,1844798.42,1803883.37,1723045.12,1688549.23,1589012.1,1513079.81,1430598.39,1330365.8,1278636.92,1188950.64,1099933.95,1018851.12,933703.41,855786.93,744725.01,691702.78,618739.75,531821.44,480501.98,425338.45,379552.08,324910.16,272571.77,228753.46,185211.96,146480.7,117227.2,90775.56,65937.79,46757.29,33829.53,23867.81,16265.32,10798.52,18556.34
"USA",1983,1,1,1864475.49,1805372.42,1784366.71,1769962.82,1741482.95,1688275.73,1671470.5,1641005.54,1590894.14,1637979.5,1711039.37,1772822.64,1895904.77,1889399.29,1868454.39,1846678.93,1889742.44,1959054.29,2013074.59,2166949.57,2188611.41,2173082.66,2177825.41,2143777.16,2188213.33,2189607.57,2158610.63,2116849.17,1982364.79,2101384.43,2016749.28,1911141.23,1876807.33,1798429.82,1847423.41,1817811.55,1837218.74,1444139.82,1368621.62,1469996.69,1503959.02,1312991.31,1240052.93,1187456.14,1189037.02,1143549.77,1106509.7,1106475.78,1044381.42,1066837.22,1060784.67,1044966.58,1069064.34,1099819.3,1120402.78,1093075.93,1084232.99,1095997.2,1050995.4,1069819.47,1051376.17,1034956.94,984520.96,953302.84,930220.16,899161.4,847628.45,813734.97,763512.25,739345.65,694410.27,656035.9,611379.6,562855.74,531737.62,488780.89,442177.57,401555.01,361318.82,324950.06,280556.87,242216.7,215975.58,186847.81,155069.53,135189.63,116013.19,99614.67,82274.49,66547.66,53524.69,41420.74,31267.86,24014.28,17880.99,12447.11,8405.57,5748.75,3887.84,2519.06,4321.44
"USA",1983,1,2,1864475.49,1805372.42,1784366.71,1769962.82,1741482.95,1688275.73,1671470.5,1641005.54,1590894.14,1637979.5,1711039.37,1772822.64,1895904.77,1889399.29,1868454.39,1846678.93,1889742.44,1959054.29,2013074.59,2166949.57,2188611.41,2173082.66,2177825.41,2143777.16,2188213.33,2189607.57,2158610.63,2116849.17,1982364.79,2101384.43,2016749.28,1911141.23,1876807.33,1798429.82,1847423.41,1817811.55,1837218.74,1444139.82,1368621.62,1469996.69,1503959.02,1312991.31,1240052.93,1187456.14,1189037.02,1143549.77,1106509.7,1106475.78,1044381.42,1066837.22,1060784.67,1044966.58,1069064.34,1099819.3,1120402.78,1093075.93,1084232.99,1095997.2,1050995.4,1069819.47,1051376.17,1034956.94,984520.96,953302.84,930220.16,899161.4,847628.45,813734.97,763512.25,739345.65,694410.27,656035.9,611379.6,562855.74,531737.62,488780.89,442177.57,401555.01,361318.82,324950.06,280556.87,242216.7,215975.58,186847.81,155069.53,135189.63,116013.19,99614.67,82274.49,66547.66,53524.69,41420.74,31267.86,24014.28,17880.99,12447.11,8405.57,5748.75,3887.84,2519.06,4321.44
"USA",1983,1,3,1864475.49,1805372.42,1784366.71,1769962.82,1741482.95,1688275.73,1671470.5,1641005.54,1590894.14,1637979.5,1711039.37,1772822.64,1895904.77,1889399.29,1868454.39,1846678.93,1889742.44,1959054.29,2013074.59,2166949.57,2188611.41,2173082.66,2177825.41,2143777.16,2188213.33,2189607.57,2158610.63,2116849.17,1982364.79,2101384.43,2016749.28,1911141.23,1876807.33,1798429.82,1847423.41,1817811.55,1837218.74,1444139.82,1368621.62,1469996.69,1503959.02,1312991.31,1240052.93,1187456.14,1189037.02,1143549.77,1106509.7,1106475.78,1044381.42,1066837.22,1060784.67,1044966.58,1069064.34,1099819.3,1120402.78,1093075.93,1084232.99,1095997.2,1050995.4,1069819.47,1051376.17,1034956.94,984520.96,953302.84,930220.16,899161.4,847628.45,813734.97,763512.25,739345.65,694410.27,656035.9,611379.6,562855.74,531737.62,488780.89,442177.57,401555.01,361318.82,324950.06,280556.87,242216.7,215975.58,186847.81,155069.53,135189.63,116013.19,99614.67,82274.49,66547.66,53524.69,41420.74,31267.86,24014.28,17880.99,12447.11,8405.57,5748.75,3887.84,2519.06,4321.44
"USA",1983,1,4,1864475.49,1805372.42,1784366.71,1769962.82,1741482.95,1688275.73,1671470.5,1641005.54,1590894.14,1637979.5,1711039.37,1772822.64,1895904.77,1889399.29,1868454.39,1846678.93,1889742.44,1959054.29,2013074.59,2166949.57,2188611.41,2173082.66,2177825.41,2143777.16,2188213.33,2189607.57,2158610.63,2116849.17,1982364.79,2101384.43,2016749.28,1911141.23,1876807.33,1798429.82,1847423.41,1817811.55,1837218.74,1444139.82,1368621.62,1469996.69,1503959.02,1312991.31,1240052.93,1187456.14,1189037.02,1143549.77,1106509.7,1106475.78,1044381.42,1066837.22,1060784.67,1044966.58,1069064.34,1099819.3,1120402.78,1093075.93,1084232.99,1095997.2,1050995.4,1069819.47,1051376.17,1034956.94,984520.96,953302.84,930220.16,899161.4,847628.45,813734.97,763512.25,739345.65,694410.27,656035.9,611379.6,562855.74,531737.62,488780.89,442177.57,401555.01,361318.82,324950.06,280556.87,242216.7,215975.58,186847.81,155069.53,135189.63,116013.19,99614.67,82274.49,66547.66,53524.69,41420.74,31267.86,24014.28,17880.99,12447.11,8405.57,5748.75,3887.84,2519.06,4321.44
"USA",1983,1,5,1864475.49,1805372.42,1784366.71,1769962.82,1741482.95,1688275.73,1671470.5,1641005.54,1590894.14,1637979.5,1711039.37,1772822.64,1895904.77,1889399.29,1868454.39,1846678.93,1889742.44,1959054.29,2013074.59,2166949.57,2188611.41,2173082.66,2177825.41,2143777.16,2188213.33,2189607.57,2158610.63,2116849.17,1982364.79,2101384.43,2016749.28,1911141.23,1876807.33,1798429.82,1847423.41,1817811.55,1837218.74,1444139.82,1368621.62,1469996.69,1503959.02,1312991.31,1240052.93,1187456.14,1189037.02,1143549.77,1106509.7,1106475.78,1044381.42,1066837.22,1060784.67,1044966.58,1069064.34,1099819.3,1120402.78,1093075.93,1084232.99,1095997.2,1050995.4,1069819.47,1051376.17,1034956.94,984520.96,953302.84,930220.16,899161.4,847628.45,813734.97,763512.25,739345.65,694410.27,656035.9,611379.6,562855.74,531737.62,488780.89,442177.57,401555.01,361318.82,324950.06,280556.87,242216.7,215975.58,186847.81,155069.53,135189.63,116013.19,99614.67,82274.49,66547.66,53524.69,41420.74,31267.86,24014.28,17880.99,12447.11,8405.57,5748.75,3887.84,2519.06,4321.44
"USA",1983,1,6,1864475.49,1805372.42,1784366.71,1769962.82,1741482.95,1688275.73,1671470.5,1641005.54,1590894.14,1637979.5,1711039.37,1772822.64,1895904.77,1889399.29,1868454.39,1846678.93,1889742.44,1959054.29,2013074.59,2166949.57,2188611.41,2173082.66,2177825.41,2143777.16,2188213.33,2189607.57,2158610.63,2116849.17,1982364.79,2101384.43,2016749.28,1911141.23,1876807.33,1798429.82,1847423.41,1817811.55,1837218.74,1444139.82,1368621.62,1469996.69,1503959.02,1312991.31,1240052.93,1187456.14,1189037.02,1143549.77,1106509.7,1106475.78,1044381.42,1066837.22,1060784.67,1044966.58,1069064.34,1099819.3,1120402.78,1093075.93,1084232.99,1095997.2,1050995.4,1069819.47,1051376.17,1034956.94,984520.96,953302.84,930220.16,899161.4,847628.45,813734.97,763512.25,739345.65,694410.27,656035.9,611379.6,562855.74,531737.62,488780.89,442177.57,401555.01,361318.82,324950.06,280556.87,242216.7,215975.58,186847.81,155069.53,135189.63,116013.19,99614.67,82274.49,66547.66,53524.69,41420.74,31267.86,24014.28,17880.99,12447.11,8405.57,5748.75,3887.84,2519.06,4321.44
"USA",1983,2,1,1778573.15,1721899.78,1706391.54,1693954.35,1664490.32,1612488.5,1594667.56,1564416.91,1514277.16,1561852.34,1629044.36,1693063.77,1810883.47,1808060.67,1786498.56,1769256.82,1809805.15,1866989.92,1949854.33,2125841.18,2153383,2143920,2153638.94,2133978.82,2175482.55,2181028.86,2157542.92,2122523.83,1995149.08,2110168.11,2037903.9,1942577.26,1912401.38,1845211.89,1880024.55,1861760.32,1894698.33,1496403.96,1420971.2,1514717.43,1558641.31,1362943.5,1286706.2,1240863.73,1236475.19,1193864.09,1162368.99,1165524.3,1095197.66,1118394.55,1136715.22,1118286.73,1147675.15,1173805.02,1211200.34,1202193.77,1203256.2,1227089.34,1187033.17,1218078.35,1207656.4,1183568.22,1132682.32,1096909.92,1094769.51,1076076.24,1031762.16,1009634,968283.99,968540.42,919989.81,886949.63,843901.99,797520.15,777514.32,730988.37,685647,645883.45,598972.97,555900.68,501529.11,450049.57,422160.85,379371.2,327522.27,297644.17,263059.35,235037.15,201171.6,168347.28,140832.37,113839.77,89677.94,70906.48,54312.73,39029.35,27299.86,19482.11,13527.53,9147.35,15913.44
"USA",1983,2,2,1778573.15,1721899.78,1706391.54,1693954.35,1664490.32,1612488.5,1594667.56,1564416.91,1514277.16,1561852.34,1629044.36,1693063.77,1810883.47,1808060.67,1786498.56,1769256.82,1809805.15,1866989.92,1949854.33,2125841.18,2153383,2143920,2153638.94,2133978.82,2175482.55,2181028.86,2157542.92,2122523.83,1995149.08,2110168.11,2037903.9,1942577.26,1912401.38,1845211.89,1880024.55,1861760.32,1894698.33,1496403.96,1420971.2,1514717.43,1558641.31,1362943.5,1286706.2,1240863.73,1236475.19,1193864.09,1162368.99,1165524.3,1095197.66,1118394.55,1136715.22,1118286.73,1147675.15,1173805.02,1211200.34,1202193.77,1203256.2,1227089.34,1187033.17,1218078.35,1207656.4,1183568.22,1132682.32,1096909.92,1094769.51,1076076.24,1031762.16,1009634,968283.99,968540.42,919989.81,886949.63,843901.99,797520.15,777514.32,730988.37,685647,645883.45,598972.97,555900.68,501529.11,450049.57,422160.85,379371.2,327522.27,297644.17,263059.35,235037.15,201171.6,168347.28,140832.37,113839.77,89677.94,70906.48,54312.73,39029.35,27299.86,19482.11,13527.53,9147.35,15913.44
"USA",1983,2,3,1778573.15,1721899.78,1706391.54,1693954.35,1664490.32,1612488.5,1594667.56,1564416.91,1514277.16,1561852.34,1629044.36,1693063.77,1810883.47,1808060.67,1786498.56,1769256.82,1809805.15,1866989.92,1949854.33,2125841.18,2153383,2143920,2153638.94,2133978.82,2175482.55,2181028.86,2157542.92,2122523.83,1995149.08,2110168.11,2037903.9,1942577.26,1912401.38,1845211.89,1880024.55,1861760.32,1894698.33,1496403.96,1420971.2,1514717.43,1558641.31,1362943.5,1286706.2,1240863.73,1236475.19,1193864.09,1162368.99,1165524.3,1095197.66,1118394.55,1136715.22,1118286.73,1147675.15,1173805.02,1211200.34,1202193.77,1203256.2,1227089.34,1187033.17,1218078.35,1207656.4,1183568.22,1132682.32,1096909.92,1094769.51,1076076.24,1031762.16,1009634,968283.99,968540.42,919989.81,886949.63,843901.99,797520.15,777514.32,730988.37,685647,645883.45,598972.97,555900.68,501529.11,450049.57,422160.85,379371.2,327522.27,297644.17,263059.35,235037.15,201171.6,168347.28,140832.37,113839.77,89677.94,70906.48,54312.73,39029.35,27299.86,19482.11,13527.53,9147.35,15913.44
"USA",1983,2,4,1778573.15,1721899.78,1706391.54,1693954.35,1664490.32,1612488.5,1594667.56,1564416.91,1514277.16,1561852.34,1629044.36,1693063.77,1810883.47,1808060.67,1786498.56,1769256.82,1809805.15,1866989.92,1949854.33,2125841.18,2153383,2143920,2153638.94,2133978.82,2175482.55,2181028.86,2157542.92,2122523.83,1995149.08,2110168.11,2037903.9,1942577.26,1912401.38,1845211.89,1880024.55,1861760.32,1894698.33,1496403.96,1420971.2,1514717.43,1558641.31,1362943.5,1286706.2,1240863.73,1236475.19,1193864.09,1162368.99,1165524.3,1095197.66,1118394.55,1136715.22,1118286.73,1147675.15,1173805.02,1211200.34,1202193.77,1203256.2,1227089.34,1187033.17,1218078.35,1207656.4,1183568.22,1132682.32,1096909.92,1094769.51,1076076.24,1031762.16,1009634,968283.99,968540.42,919989.81,886949.63,843901.99,797520.15,777514.32,730988.37,685647,645883.45,598972.97,555900.68,501529.11,450049.57,422160.85,379371.2,327522.27,297644.17,263059.35,235037.15,201171.6,168347.28,140832.37,113839.77,89677.94,70906.48,54312.73,39029.35,27299.86,19482.11,13527.53,9147.35,15913.44
